Mod:Item:MetaData, Localized Name
nex:slab_brick_nether_double:1, Icy Nether Brick Slabs
nex:slab_brick_nether_double:2, Lively Nether Brick Slabs
nex:slab_brick_nether_double:3, Gloomy Nether Brick Slabs
nex:stairs_brick_nether_red, Red Nether Brick Stairs
nex:stairs_brick_nether_fiery, Fiery Nether Brick Stairs
nex:stairs_brick_nether_icy, Icy Nether Brick Stairs
nex:stairs_brick_nether_lively, Lively Nether Brick Stairs
nex:stairs_brick_nether_gloomy, Gloomy Nether Brick Stairs
nex:stairs_basalt_normal, Basalt Stairs
nex:stairs_basalt_smooth, Smooth Basalt Stairs
nex:stairs_basalt_brick, Basalt Brick Stairs
nex:stairs_basalt_pillar, Basalt Pillar Stairs
nex:wall_vanilla:0, Quartz Wall
nex:wall_vanilla:1, Nether Brick Wall
nex:wall_vanilla:2, Red Nether Brick Wall
nex:wall_basalt:0, Basalt Wall
nex:wall_basalt:1, Smooth Basalt Wall
nex:wall_basalt:2, Basalt Brick Wall
nex:wall_basalt:3, Basalt Pillar Wall
nex:wall_brick_nether:0, Fiery Nether Brick Wall
nex:wall_brick_nether:1, Icy Nether Brick Wall
nex:wall_brick_nether:2, Lively Nether Brick Wall
nex:wall_brick_nether:3, Gloomy Nether Brick Wall
nex:fence_vanilla:0, Quartz Fence
nex:fence_vanilla:1, Red Nether Brick Fence
nex:fence_basalt:0, Basalt Fence
nex:fence_basalt:1, Smooth Basalt Fence
nex:fence_basalt:2, Basalt Brick Fence
nex:fence_basalt:3, Basalt Pillar Fence
nex:fence_brick_nether:0, Fiery Nether Brick Fence
nex:fence_brick_nether:1, Icy Nether Brick Fence
nex:fence_brick_nether:2, Lively Nether Brick Fence
nex:fence_brick_nether:3, Gloomy Nether Brick Fence
nex:fence_gate_quartz, Quartz Fence Gate
nex:fence_gate_brick_nether, Nether Brick Fence Gate
nex:fence_gate_brick_nether_red, Red Nether Brick Fence Gate
nex:fence_gate_basalt_normal, Basalt Fence Gate
nex:fence_gate_basalt_smooth, Smooth Basalt Fence Gate
nex:fence_gate_basalt_brick, Basalt Brick Fence Gate
nex:fence_gate_basalt_pillar, Basalt Pillar Fence Gate
nex:fence_gate_brick_nether_fiery, Fiery Nether Brick Fence Gate
nex:fence_gate_brick_nether_icy, Icy Nether Brick Fence Gate
nex:fence_gate_brick_nether_lively, Lively Nether Brick Fence Gate
nex:fence_gate_brick_nether_gloomy, Gloomy Nether Brick Fence Gate
nex:item_brick_nether:0, Fiery Nether Brick
nex:item_brick_nether:1, Icy Nether Brick
nex:item_brick_nether:2, Lively Nether Brick
nex:item_brick_nether:3, Gloomy Nether Brick
nex:item_bone_wither, Wither Bone
nex:item_dust_wither, Wither Dust
nex:item_hide_salamander:0, Orange Salamander Hide
nex:item_hide_salamander:1, Black Salamander Hide
nex:item_crystal_amethyst, Nether Amethyst Crystal
nex:item_crystal_rime, Nether Rime Crystal
nex:item_crystal_rime_steel, Rime and Steel
nex:item_spore, Spore
nex:item_fang_spider_bone, Frost Fang
nex:item_tear_ghast_queen, Ghast Queen Tears
nex:item_boat_obsidian, Obsidian Boat
nex:food_meat_ghast_raw, Raw Ghast Meat
nex:food_meat_ghast_cooked, Cooked Ghast Meat
nex:food_congealed_magma_cream, Congealed Magma Cream
nex:food_mushroom_enoki, Enoki Mushroom
nex:tool_sword_bone, Golden Bone Sword
nex:tool_pickaxe_bone, Golden Bone Pickaxe
nex:tool_shovel_bone, Golden Bone Shovel
nex:tool_axe_bone, Golden Bone Axe
nex:tool_hoe_bone, Golden Bone Hoe
nex:tool_hammer_bone, Golden Bone Hammer
nex:armor_helmet_bone, Bone Helmet
nex:armor_chestplate_bone, Bone Chestplate
nex:armor_leggings_bone, Bone Leggings
nex:armor_boots_bone, Bone Boots
nex:armor_helmet_hide_salamander, Salamander Hide Helmet
nex:armor_chestplate_hide_salamander, Salamander Hide Chestplate
nex:armor_leggings_hide_salamander, Salamander Hide Leggings
nex:armor_boots_hide_salamander, Salamander Hide Boots
packingtape:packaged_block, Packaged Block
packingtape:tape, Packing Tape
survivalist:rack, Drying Rack
survivalist:chopping_block:0, Chopping Block
survivalist:chopping_block:1, Used Chopping Block
survivalist:chopping_block:2, Weathered Chopping Block
survivalist:chainmail, Chainmail
survivalist:tanned_leather, Tanned Leather
survivalist:tanned_helmet, Tanned Leather Cap
survivalist:tanned_chestplate, Tanned Leather Jacket
survivalist:tanned_leggings, Tanned Leather Pants
survivalist:tanned_boots, Tanned Leather Boots
survivalist:jerky, Dry Jerky
survivalist:dough, Bread Dough
survivalist:round_bread, Round Bread
survivalist:hatchet, Crude Hatchet
survivalist:pick, Crude Pick
survivalist:spade, Crude Spade
survivalist:plant_fibres, Plant Fibers
toolbelt:belt, Tool Belt
toolbelt:pouch, Belt Pouch
forge:bucketfilled, %s Bucket
backpacks16840:unknown_item:0, Unknown Item
backpacks16840:backpack, Backpack
backpacks16840:quantum_backpack, Quantum Backpack
backpacks16840:backpack_resizer, Backpack Resizer
backpacks16840:backpack_restorer, Backpack Restorer
backpacks16840:backpack_pouch, Backpack Pouch
backpacks16840:backpack_block, Backpack
backpacks16840:quantum_chest, Quantum Chest
actuallyadditions:block_crystal_cluster_redstone, Red Crystal Cluster
actuallyadditions:block_crystal_cluster_lapis, Blue Crystal Cluster
actuallyadditions:block_crystal_cluster_diamond, Light Blue Crystal Cluster
actuallyadditions:block_crystal_cluster_coal, Black Crystal Cluster
actuallyadditions:block_crystal_cluster_emerald, Green Crystal Cluster
actuallyadditions:block_crystal_cluster_iron, White Crystal Cluster
actuallyadditions:block_battery_box, Battery Box
actuallyadditions:block_item_viewer_hopping, Hopping Item Interface
actuallyadditions:block_farmer, Farmer
actuallyadditions:block_bio_reactor, Bio Reactor
actuallyadditions:block_empowerer, Empowerer
actuallyadditions:block_tiny_torch, Tiny Torch
actuallyadditions:block_shock_suppressor, Shock Absorber
actuallyadditions:block_display_stand, Display Stand
actuallyadditions:block_player_interface, Player Interface
actuallyadditions:block_item_viewer, Item Interface
actuallyadditions:block_firework_box, Firework Box
actuallyadditions:block_miner, Vertical Digger
actuallyadditions:block_atomic_reconstructor, Atomic Reconstructor
actuallyadditions:block_crystal:0, Restonia Crystal Block
actuallyadditions:block_crystal:1, Palis Crystal Block
actuallyadditions:block_crystal:2, Diamatine Crystal Block
actuallyadditions:block_crystal:3, Void Crystal Block
actuallyadditions:block_crystal:4, Emeradic Crystal Block
actuallyadditions:block_crystal:5, Enori Crystal Block
actuallyadditions:block_crystal_empowered:0, Empowered Restonia Crystal Block
actuallyadditions:block_crystal_empowered:1, Empowered Palis Crystal Block
actuallyadditions:block_crystal_empowered:2, Empowered Diamatine Crystal Block
actuallyadditions:block_crystal_empowered:3, Empowered Void Crystal Block
actuallyadditions:block_crystal_empowered:4, Empowered Emeradic Crystal Block
actuallyadditions:block_crystal_empowered:5, Empowered Enori Crystal Block
actuallyadditions:block_black_lotus, Black Lotus
actuallyadditions:block_laser_relay, Energy Laser Relay
actuallyadditions:block_laser_relay_advanced, Advanced Energy Laser Relay
actuallyadditions:block_laser_relay_extreme, Extreme Energy Laser Relay
actuallyadditions:block_laser_relay_fluids, Fluid Laser Relay
actuallyadditions:block_laser_relay_item, Item Laser Relay
actuallyadditions:block_laser_relay_item_whitelist, Advanced Item Laser Relay
actuallyadditions:block_ranged_collector, Ranged Collector
actuallyadditions:block_directional_breaker, Long-Range Breaker
actuallyadditions:block_leaf_generator, Leaf-Eating Generator
actuallyadditions:block_smiley_cloud, Smiley Cloud
actuallyadditions:block_xp_solidifier, Experience Solidifier
actuallyadditions:block_testifi_bucks_green_wall, Ethetic Green Block
actuallyadditions:block_testifi_bucks_white_wall, Ethetic Quartz
actuallyadditions:block_testifi_bucks_green_stairs, Ethetic Green Stairs
actuallyadditions:block_testifi_bucks_white_stairs, Ethetic Quartz Stairs
actuallyadditions:block_testifi_bucks_green_slab, Ethetic Green Slab
actuallyadditions:block_testifi_bucks_white_slab, Ethetic Quartz Slab
actuallyadditions:block_testifi_bucks_green_fence, Ethetic Green Wall
actuallyadditions:block_testifi_bucks_white_fence, Ethetic Quartz Wall
actuallyadditions:block_colored_lamp:0, White Lamp
actuallyadditions:block_colored_lamp:1, Orange Lamp
actuallyadditions:block_colored_lamp:2, Magenta Lamp
actuallyadditions:block_colored_lamp:3, Light Blue Lamp
actuallyadditions:block_colored_lamp:4, Yellow Lamp
actuallyadditions:block_colored_lamp:5, Lime Lamp
actuallyadditions:block_colored_lamp:6, Pink Lamp
actuallyadditions:block_colored_lamp:7, Gray Lamp
actuallyadditions:block_colored_lamp:8, Light Gray Lamp
actuallyadditions:block_colored_lamp:9, Cyan Lamp
actuallyadditions:block_colored_lamp:10, Purple Lamp
actuallyadditions:block_colored_lamp:11, Blue Lamp
actuallyadditions:block_colored_lamp:12, Brown Lamp
actuallyadditions:block_colored_lamp:13, Green Lamp
actuallyadditions:block_colored_lamp:14, Red Lamp
actuallyadditions:block_colored_lamp:15, Black Lamp
actuallyadditions:block_colored_lamp_on:0, White Lamp (On)
actuallyadditions:block_colored_lamp_on:1, Orange Lamp (On)
actuallyadditions:block_colored_lamp_on:2, Magenta Lamp (On)
actuallyadditions:block_colored_lamp_on:3, Light Blue Lamp (On)
actuallyadditions:block_colored_lamp_on:4, Yellow Lamp (On)
actuallyadditions:block_colored_lamp_on:5, Lime Lamp (On)
actuallyadditions:block_colored_lamp_on:6, Pink Lamp (On)
actuallyadditions:block_colored_lamp_on:7, Gray Lamp (On)
actuallyadditions:block_colored_lamp_on:8, Light Gray Lamp (On)
actuallyadditions:block_colored_lamp_on:9, Cyan Lamp (On)
actuallyadditions:block_colored_lamp_on:10, Purple Lamp (On)
actuallyadditions:block_colored_lamp_on:11, Blue Lamp (On)
actuallyadditions:block_colored_lamp_on:12, Brown Lamp (On)
actuallyadditions:block_colored_lamp_on:13, Green Lamp (On)
actuallyadditions:block_colored_lamp_on:14, Red Lamp (On)
actuallyadditions:block_colored_lamp_on:15, Black Lamp (On)
actuallyadditions:block_lamp_powerer, Lamp Controller
actuallyadditions:block_treasure_chest, Treasure Chest
actuallyadditions:block_energizer, Energizer
actuallyadditions:block_enervator, Enervator
actuallyadditions:block_lava_factory_controller, Lava Factory Controller
actuallyadditions:block_canola_press, Canola Press
actuallyadditions:block_phantomface, Phantomface
actuallyadditions:block_phantom_placer, Phantom Placer
actuallyadditions:block_phantom_liquiface, Phantom Liquiface
actuallyadditions:block_phantom_energyface, Phantom Energyface
actuallyadditions:block_phantom_redstoneface, Phantom Redstoneface
actuallyadditions:block_phantom_breaker, Phantom Breaker
actuallyadditions:block_coal_generator, Coal Generator
actuallyadditions:block_oil_generator, Oil Generator
actuallyadditions:block_fermenting_barrel, Fermenting Barrel
actuallyadditions:block_rice, Rice Plant
actuallyadditions:block_canola, Canola Plant
actuallyadditions:block_flax, Flax Plant
actuallyadditions:block_coffee, Coffee Plant
actuallyadditions:block_compost, Compost
actuallyadditions:block_misc:0, Pillar of Black Quartz
actuallyadditions:block_misc:1, Chiseled Block of Black Quartz
actuallyadditions:block_misc:2, Block of Black Quartz
actuallyadditions:block_misc:3, Black Quartz Ore
actuallyadditions:block_misc:4, Wood Casing
actuallyadditions:block_misc:5, Block of Charcoal
actuallyadditions:block_misc:6, Block of Enderpearl
actuallyadditions:block_misc:7, Casing
actuallyadditions:block_misc:8, Ender Casing
actuallyadditions:block_misc:9, Iron Casing
actuallyadditions:block_feeder, Automatic Feeder
actuallyadditions:block_giant_chest, Small Storage Crate
actuallyadditions:block_giant_chest_medium, Medium Storage Crate
actuallyadditions:block_giant_chest_large, Large Storage Crate
actuallyadditions:block_grinder, Crusher
actuallyadditions:block_grinder_double, Double Crusher
actuallyadditions:block_furnace_double, Powered Furnace
actuallyadditions:block_inputter, ESD
actuallyadditions:block_inputter_advanced, Advanced ESD
actuallyadditions:block_fishing_net, Fishing Net
actuallyadditions:block_furnace_solar, Solar Panel
actuallyadditions:block_heat_collector, Heat Collector
actuallyadditions:block_item_repairer, Item Repairer
actuallyadditions:block_greenhouse_glass, Greenhouse Glass
actuallyadditions:block_breaker, Auto-Breaker
actuallyadditions:block_placer, Auto-Placer
actuallyadditions:block_dropper, Automatic Precision Dropper
actuallyadditions:block_fluid_placer, Fluid Placer
actuallyadditions:block_fluid_collector, Fluid Collector
actuallyadditions:block_coffee_machine, Coffee Maker
actuallyadditions:block_phantom_booster, Phantom Booster
actuallyadditions:block_wild:0, Wild Canola
actuallyadditions:block_wild:1, Wild Flax
actuallyadditions:block_wild:2, Wild Rice
actuallyadditions:block_wild:3, Wild Coffee
actuallyadditions:block_quartz_wall, Black Quartz Wall
actuallyadditions:block_chiseled_quartz_wall, Chiseled Black Quartz Wall
actuallyadditions:block_pillar_quartz_wall, Black Quartz Pillar Wall
actuallyadditions:block_quartz_stair, Black Quartz Stairs
actuallyadditions:block_chiseled_quartz_stair, Chiseled Black Quartz Stairs
actuallyadditions:block_pillar_quartz_stair, Black Quartz Pillar Stairs
actuallyadditions:block_quartz_slab, Black Quartz Slab
actuallyadditions:block_chiseled_quartz_slab, Chiseled Black Quartz Slab
actuallyadditions:block_pillar_quartz_slab, Black Quartz Pillar Slab
actuallyadditions:block_canola_oil, Canola Oil
actuallyadditions:block_oil, Oil
actuallyadditions:block_crystal_oil, Crystallized Oil
actuallyadditions:block_empowered_oil, Empowered Oil
actuallyadditions:item_crystal_shard:0, Red Crystal Shard
actuallyadditions:item_crystal_shard:1, Blue Crystal Shard
actuallyadditions:item_crystal_shard:2, Light Blue Crystal Shard
actuallyadditions:item_crystal_shard:3, Black Crystal Shard
actuallyadditions:item_crystal_shard:4, Green Crystal Shard
actuallyadditions:item_crystal_shard:5, White Crystal Shard
actuallyadditions:item_engineer_goggles_advanced, Engineer's Infrared Goggles
actuallyadditions:item_engineer_goggles, Engineer's Goggles
actuallyadditions:item_laser_upgrade_range, Laser Relay Modifier: Range
actuallyadditions:item_laser_upgrade_invisibility, Laser Relay Modifier: Invisibility
actuallyadditions:item_filling_wand:0, Handheld Filler
actuallyadditions:item_filling_wand:0, Handheld Filler
actuallyadditions:item_bag, Traveler's Sack
actuallyadditions:item_void_bag, Void Sack
actuallyadditions:item_worm, Worm
actuallyadditions:item_player_probe, Player Probe
actuallyadditions:item_filter, Item Filter
actuallyadditions:item_water_bowl, Bowl of Water
actuallyadditions:item_spawner_changer, Spawner Changer
actuallyadditions:item_misc:0, Paper Cone
actuallyadditions:item_misc:1, Bio-Mash
actuallyadditions:item_misc:2, Knife Blade
actuallyadditions:item_misc:3, Knife Handle
actuallyadditions:item_misc:4, Dough
actuallyadditions:item_misc:5, Black Quartz
actuallyadditions:item_misc:6, Ring
actuallyadditions:item_misc:7, Basic Coil
actuallyadditions:item_misc:8, Advanced Coil
actuallyadditions:item_misc:9, Rice Dough
actuallyadditions:item_misc:10, Tiny Coal
actuallyadditions:item_misc:11, Tiny Charcoal
actuallyadditions:item_misc:12, Rice Slimeball
actuallyadditions:item_misc:13, Canola
actuallyadditions:item_misc:14, Empty Cup
actuallyadditions:item_misc:15, Bat's Wing
actuallyadditions:item_misc:16, Drill Core
actuallyadditions:item_misc:17, Black Dye
actuallyadditions:item_misc:18, Lens
actuallyadditions:item_misc:19, Ender Star
actuallyadditions:item_misc:20, Spawner Shards
actuallyadditions:item_misc:21, Biomass
actuallyadditions:item_misc:22, Bio Coal
actuallyadditions:item_misc:23, Crystallized Canola Seed
actuallyadditions:item_misc:24, Empowered Canola Seed
actuallyadditions:item_crate_keeper, Storage Crate Keeper
actuallyadditions:item_color_lens, Lens of Color
actuallyadditions:item_explosion_lens, Lens of Detonation
actuallyadditions:item_damage_lens, Lens of Certain Death
actuallyadditions:item_more_damage_lens, Lens of the Killer
actuallyadditions:item_disenchanting_lens, Lens of Disenchanting
actuallyadditions:item_mining_lens, Lens of the Miner
actuallyadditions:item_crystal:0, Restonia Crystal
actuallyadditions:item_crystal:1, Palis Crystal
actuallyadditions:item_crystal:2, Diamatine Crystal
actuallyadditions:item_crystal:3, Void Crystal
actuallyadditions:item_crystal:4, Emeradic Crystal
actuallyadditions:item_crystal:5, Enori Crystal
actuallyadditions:item_crystal_empowered:0, Empowered Restonia Crystal
actuallyadditions:item_crystal_empowered:1, Empowered Palis Crystal
actuallyadditions:item_crystal_empowered:2, Empowered Diamatine Crystal
actuallyadditions:item_crystal_empowered:3, Empowered Void Crystal
actuallyadditions:item_crystal_empowered:4, Empowered Emeradic Crystal
actuallyadditions:item_crystal_empowered:5, Empowered Enori Crystal
actuallyadditions:item_laser_wrench, Laser Wrench
actuallyadditions:item_chest_to_crate_upgrade, Chest To Storage Crate Upgrade
actuallyadditions:item_small_to_medium_crate_upgrade, Small To Medium Storage Crate Upgrade
actuallyadditions:item_medium_to_large_crate_upgrade, Medium To Large Storage Crate Upgrade
actuallyadditions:item_booklet, Actually Additions Manual
actuallyadditions:item_growth_ring:0, Ring of Growth
actuallyadditions:item_growth_ring:0, Ring of Growth
actuallyadditions:item_suction_ring:0, Ring of Magnetizing
actuallyadditions:item_suction_ring:0, Ring of Magnetizing
actuallyadditions:item_water_removal_ring:0, Ring of Liquid Banning
actuallyadditions:item_water_removal_ring:0, Ring of Liquid Banning
actuallyadditions:item_helm_emerald, Emerald Helmet
actuallyadditions:item_chest_emerald, Emerald Chestplate
actuallyadditions:item_pants_emerald, Emerald Pants
actuallyadditions:item_boots_emerald, Emerald Boots
actuallyadditions:item_helm_obsidian, Obsidian Helmet
actuallyadditions:item_chest_obsidian, Obsidian Chestplate
actuallyadditions:item_pants_obsidian, Obsidian Pants
actuallyadditions:item_boots_obsidian, Obsidian Boots
actuallyadditions:item_helm_quartz, Black Quartz Helmet
actuallyadditions:item_chest_quartz, Black Quartz Chestplate
actuallyadditions:item_pants_quartz, Black Quartz Pants
actuallyadditions:item_boots_quartz, Black Quartz Boots
actuallyadditions:item_tele_staff:0, Teleport Staff
actuallyadditions:item_tele_staff:0, Teleport Staff
actuallyadditions:item_wings_of_the_bats, Wings Of The Bats
actuallyadditions:item_drill:0, Drill
actuallyadditions:item_drill:0, Drill
actuallyadditions:item_drill:1, Drill
actuallyadditions:item_drill:1, Drill
actuallyadditions:item_drill:2, Drill
actuallyadditions:item_drill:2, Drill
actuallyadditions:item_drill:3, Drill
actuallyadditions:item_drill:3, Drill
actuallyadditions:item_drill:4, Drill
actuallyadditions:item_drill:4, Drill
actuallyadditions:item_drill:5, Drill
actuallyadditions:item_drill:5, Drill
actuallyadditions:item_drill:6, Drill
actuallyadditions:item_drill:6, Drill
actuallyadditions:item_drill:7, Drill
